"Parent_OrphaCode"|"OrphaCode"|"Classification"|"Root_OrphaCode"
611314|85332|"Orphanet classification of rare genetic diseases"|98053
611314|85294|"Orphanet classification of rare genetic diseases"|98053
611314|85292|"Orphanet classification of rare genetic diseases"|98053
611314|85290|"Orphanet classification of rare genetic diseases"|98053
611314|85277|"Orphanet classification of rare genetic diseases"|98053
611314|67045|"Orphanet classification of rare genetic diseases"|98053
611314|64747|"Orphanet classification of rare genetic diseases"|98053
611314|52368|"Orphanet classification of rare genetic diseases"|98053
611314|3095|"Orphanet classification of rare genetic diseases"|98053
611314|2076|"Orphanet classification of rare genetic diseases"|98053
2076|163985|"Orphanet classification of rare genetic diseases"|98053
2076|101039|"Orphanet classification of rare genetic diseases"|98053
2076|93952|"Orphanet classification of rare genetic diseases"|98053
611314|3175|"Orphanet classification of rare genetic diseases"|98053
611314|2609|"Orphanet classification of rare genetic diseases"|98053
611314|596|"Orphanet classification of rare genetic diseases"|98053
611314|464|"Orphanet classification of rare genetic diseases"|98053
611314|50|"Orphanet classification of rare genetic diseases"|98053
611314|649|"Orphanet classification of rare genetic diseases"|98053
611314|93607|"Orphanet classification of rare genetic diseases"|98053
611314|2435|"Orphanet classification of rare genetic diseases"|98053
611314|742|"Orphanet classification of rare genetic diseases"|98053
611314|90103|"Orphanet classification of rare genetic diseases"|98053
611314|85163|"Orphanet classification of rare genetic diseases"|98053
611314|75858|"Orphanet classification of rare genetic diseases"|98053
611314|73272|"Orphanet classification of rare genetic diseases"|98053
611314|66631|"Orphanet classification of rare genetic diseases"|98053
611314|1576|"Orphanet classification of rare genetic diseases"|98053
1576|225154|"Orphanet classification of rare genetic diseases"|98053
1576|225147|"Orphanet classification of rare genetic diseases"|98053
611314|3240|"Orphanet classification of rare genetic diseases"|98053
611314|1065|"Orphanet classification of rare genetic diseases"|98053
611314|3205|"Orphanet classification of rare genetic diseases"|98053
611314|578|"Orphanet classification of rare genetic diseases"|98053
611314|584|"Orphanet classification of rare genetic diseases"|98053
611314|3204|"Orphanet classification of rare genetic diseases"|98053
611314|28378|"Orphanet classification of rare genetic diseases"|98053
611314|79239|"Orphanet classification of rare genetic diseases"|98053
611314|816|"Orphanet classification of rare genetic diseases"|98053
611314|238329|"Orphanet classification of rare genetic diseases"|98053
611314|70594|"Orphanet classification of rare genetic diseases"|98053
611314|320396|"Orphanet classification of rare genetic diseases"|98053
611314|333|"Orphanet classification of rare genetic diseases"|98053
611314|791|"Orphanet classification of rare genetic diseases"|98053
611314|812|"Orphanet classification of rare genetic diseases"|98053
611314|118|"Orphanet classification of rare genetic diseases"|98053
611314|349|"Orphanet classification of rare genetic diseases"|98053
611314|22|"Orphanet classification of rare genetic diseases"|98053
611314|599376|"Orphanet classification of rare genetic diseases"|98053
611314|98791|"Orphanet classification of rare genetic diseases"|98053
611314|3222|"Orphanet classification of rare genetic diseases"|98053
611314|805|"Orphanet classification of rare genetic diseases"|98053
611314|314603|"Orphanet classification of rare genetic diseases"|98053
611314|90045|"Orphanet classification of rare genetic diseases"|98053
611314|401810|"Orphanet classification of rare genetic diseases"|98053
611314|255249|"Orphanet classification of rare genetic diseases"|98053
611314|79320|"Orphanet classification of rare genetic diseases"|98053
611314|93|"Orphanet classification of rare genetic diseases"|98053
611314|600663|"Orphanet classification of rare genetic diseases"|98053
611314|589830|"Orphanet classification of rare genetic diseases"|98053
611314|542306|"Orphanet classification of rare genetic diseases"|98053
611314|370921|"Orphanet classification of rare genetic diseases"|98053
611314|2255|"Orphanet classification of rare genetic diseases"|98053
611314|70474|"Orphanet classification of rare genetic diseases"|98053
611314|420741|"Orphanet classification of rare genetic diseases"|98053
611314|2169|"Orphanet classification of rare genetic diseases"|98053
611314|599373|"Orphanet classification of rare genetic diseases"|98053
611314|541423|"Orphanet classification of rare genetic diseases"|98053
611314|2379|"Orphanet classification of rare genetic diseases"|98053
611314|3464|"Orphanet classification of rare genetic diseases"|98053
611314|620363|"Orphanet classification of rare genetic diseases"|98053
611314|527497|"Orphanet classification of rare genetic diseases"|98053
611314|527276|"Orphanet classification of rare genetic diseases"|98053
527276|485421|"Orphanet classification of rare genetic diseases"|98053
527276|330050|"Orphanet classification of rare genetic diseases"|98053
611314|522077|"Orphanet classification of rare genetic diseases"|98053
611314|521406|"Orphanet classification of rare genetic diseases"|98053
611314|521390|"Orphanet classification of rare genetic diseases"|98053
611314|512260|"Orphanet classification of rare genetic diseases"|98053
611314|506353|"Orphanet classification of rare genetic diseases"|98053
611314|505652|"Orphanet classification of rare genetic diseases"|98053
611314|505216|"Orphanet classification of rare genetic diseases"|98053
611314|500545|"Orphanet classification of rare genetic diseases"|98053
611314|500180|"Orphanet classification of rare genetic diseases"|98053
611314|500055|"Orphanet classification of rare genetic diseases"|98053
611314|497623|"Orphanet classification of rare genetic diseases"|98053
611314|496790|"Orphanet classification of rare genetic diseases"|98053
611314|496756|"Orphanet classification of rare genetic diseases"|98053
611314|488635|"Orphanet classification of rare genetic diseases"|98053
611314|199343|"Orphanet classification of rare genetic diseases"|98053
611314|363623|"Orphanet classification of rare genetic diseases"|98053
611314|171860|"Orphanet classification of rare genetic diseases"|98053
611314|171851|"Orphanet classification of rare genetic diseases"|98053
611314|168577|"Orphanet classification of rare genetic diseases"|98053
611314|206428|"Orphanet classification of rare genetic diseases"|98053
611314|1187|"Orphanet classification of rare genetic diseases"|98053
611314|3068|"Orphanet classification of rare genetic diseases"|98053
611314|1188|"Orphanet classification of rare genetic diseases"|98053
611314|1008|"Orphanet classification of rare genetic diseases"|98053
611314|502423|"Orphanet classification of rare genetic diseases"|98053
611314|494526|"Orphanet classification of rare genetic diseases"|98053
611314|139485|"Orphanet classification of rare genetic diseases"|98053
611314|289504|"Orphanet classification of rare genetic diseases"|98053
611314|611216|"Orphanet classification of rare genetic diseases"|98053
611314|610573|"Orphanet classification of rare genetic diseases"|98053
183763|611327|"Orphanet classification of rare genetic diseases"|98053
183757|101685|"Orphanet classification of rare genetic diseases"|98053
101685|178469|"Orphanet classification of rare genetic diseases"|98053
101685|88616|"Orphanet classification of rare genetic diseases"|98053
101685|777|"Orphanet classification of rare genetic diseases"|98053
71859|183521|"Orphanet classification of rare genetic diseases"|98053
183521|369847|"Orphanet classification of rare genetic diseases"|98053
183521|307058|"Orphanet classification of rare genetic diseases"|98053
307058|500180|"Orphanet classification of rare genetic diseases"|98053
307058|401768|"Orphanet classification of rare genetic diseases"|98053
307058|306708|"Orphanet classification of rare genetic diseases"|98053
306708|275872|"Orphanet classification of rare genetic diseases"|98053
306708|275864|"Orphanet classification of rare genetic diseases"|98053
306708|100070|"Orphanet classification of rare genetic diseases"|98053
306708|454887|"Orphanet classification of rare genetic diseases"|98053
306708|683|"Orphanet classification of rare genetic diseases"|98053
307058|282166|"Orphanet classification of rare genetic diseases"|98053
307058|263440|"Orphanet classification of rare genetic diseases"|98053
263440|157850|"Orphanet classification of rare genetic diseases"|98053
263440|98934|"Orphanet classification of rare genetic diseases"|98053
263440|59306|"Orphanet classification of rare genetic diseases"|98053
263440|2388|"Orphanet classification of rare genetic diseases"|98053
307058|157946|"Orphanet classification of rare genetic diseases"|98053
307058|98759|"Orphanet classification of rare genetic diseases"|98053
307058|1576|"Orphanet classification of rare genetic diseases"|98053
307058|2289|"Orphanet classification of rare genetic diseases"|98053
307058|385|"Orphanet classification of rare genetic diseases"|98053
385|496756|"Orphanet classification of rare genetic diseases"|98053
385|397725|"Orphanet classification of rare genetic diseases"|98053
385|329308|"Orphanet classification of rare genetic diseases"|98053
385|329303|"Orphanet classification of rare genetic diseases"|98053
329303|199351|"Orphanet classification of rare genetic diseases"|98053
329303|35069|"Orphanet classification of rare genetic diseases"|98053
385|329284|"Orphanet classification of rare genetic diseases"|98053
385|306674|"Orphanet classification of rare genetic diseases"|98053
385|289560|"Orphanet classification of rare genetic diseases"|98053
385|157850|"Orphanet classification of rare genetic diseases"|98053
385|157846|"Orphanet classification of rare genetic diseases"|98053
385|48818|"Orphanet classification of rare genetic diseases"|98053
385|3464|"Orphanet classification of rare genetic diseases"|98053
183521|307052|"Orphanet classification of rare genetic diseases"|98053
307052|307055|"Orphanet classification of rare genetic diseases"|98053
307055|611237|"Orphanet classification of rare genetic diseases"|98053
307055|1980|"Orphanet classification of rare genetic diseases"|98053
307055|411602|"Orphanet classification of rare genetic diseases"|98053
307055|391411|"Orphanet classification of rare genetic diseases"|98053
307055|363654|"Orphanet classification of rare genetic diseases"|98053
307055|309854|"Orphanet classification of rare genetic diseases"|98053
307055|514980|"Orphanet classification of rare genetic diseases"|98053
514980|306674|"Orphanet classification of rare genetic diseases"|98053
514980|314632|"Orphanet classification of rare genetic diseases"|98053
307055|306669|"Orphanet classification of rare genetic diseases"|98053
307055|238455|"Orphanet classification of rare genetic diseases"|98053
307055|228169|"Orphanet classification of rare genetic diseases"|98053
307055|210571|"Orphanet classification of rare genetic diseases"|98053
307055|199351|"Orphanet classification of rare genetic diseases"|98053
307055|178509|"Orphanet classification of rare genetic diseases"|98053
307055|171695|"Orphanet classification of rare genetic diseases"|98053
307055|53351|"Orphanet classification of rare genetic diseases"|98053
307055|2379|"Orphanet classification of rare genetic diseases"|98053
307055|2828|"Orphanet classification of rare genetic diseases"|98053
307052|71517|"Orphanet classification of rare genetic diseases"|98053
183521|306768|"Orphanet classification of rare genetic diseases"|98053
306768|324588|"Orphanet classification of rare genetic diseases"|98053
306768|200037|"Orphanet classification of rare genetic diseases"|98053
200037|71518|"Orphanet classification of rare genetic diseases"|98053
200037|53583|"Orphanet classification of rare genetic diseases"|98053
200037|1431|"Orphanet classification of rare genetic diseases"|98053
1431|98811|"Orphanet classification of rare genetic diseases"|98053
1431|98810|"Orphanet classification of rare genetic diseases"|98053
1431|98809|"Orphanet classification of rare genetic diseases"|98053
1431|31709|"Orphanet classification of rare genetic diseases"|98053
306768|1179|"Orphanet classification of rare genetic diseases"|98053
183521|496916|"Orphanet classification of rare genetic diseases"|98053
496916|522077|"Orphanet classification of rare genetic diseases"|98053
496916|391799|"Orphanet classification of rare genetic diseases"|98053
391799|370106|"Orphanet classification of rare genetic diseases"|98053
370106|597623|"Orphanet classification of rare genetic diseases"|98053
370106|459033|"Orphanet classification of rare genetic diseases"|98053
370106|497906|"Orphanet classification of rare genetic diseases"|98053
370106|369939|"Orphanet classification of rare genetic diseases"|98053
370106|79107|"Orphanet classification of rare genetic diseases"|98053
370106|3464|"Orphanet classification of rare genetic diseases"|98053
370106|905|"Orphanet classification of rare genetic diseases"|98053
391799|156159|"Orphanet classification of rare genetic diseases"|98053
156159|376724|"Orphanet classification of rare genetic diseases"|98053
376724|306734|"Orphanet classification of rare genetic diseases"|98053
376724|98806|"Orphanet classification of rare genetic diseases"|98053
376724|256|"Orphanet classification of rare genetic diseases"|98053
156159|1866|"Orphanet classification of rare genetic diseases"|98053
1866|494526|"Orphanet classification of rare genetic diseases"|98053
1866|464440|"Orphanet classification of rare genetic diseases"|98053
1866|420492|"Orphanet classification of rare genetic diseases"|98053
1866|420485|"Orphanet classification of rare genetic diseases"|98053
1866|370103|"Orphanet classification of rare genetic diseases"|98053
1866|329466|"Orphanet classification of rare genetic diseases"|98053
1866|99657|"Orphanet classification of rare genetic diseases"|98053
1866|98807|"Orphanet classification of rare genetic diseases"|98053
1866|98805|"Orphanet classification of rare genetic diseases"|98053
1866|93964|"Orphanet classification of rare genetic diseases"|98053
1866|93958|"Orphanet classification of rare genetic diseases"|98053
391799|98203|"Orphanet classification of rare genetic diseases"|98053
98203|391711|"Orphanet classification of rare genetic diseases"|98053
391711|508523|"Orphanet classification of rare genetic diseases"|98053
391711|508093|"Orphanet classification of rare genetic diseases"|98053
391711|412217|"Orphanet classification of rare genetic diseases"|98053
391711|370109|"Orphanet classification of rare genetic diseases"|98053
391711|364063|"Orphanet classification of rare genetic diseases"|98053
391711|352649|"Orphanet classification of rare genetic diseases"|98053
391711|238455|"Orphanet classification of rare genetic diseases"|98053
391711|210571|"Orphanet classification of rare genetic diseases"|98053
391711|199351|"Orphanet classification of rare genetic diseases"|98053
391711|71517|"Orphanet classification of rare genetic diseases"|98053
391711|53351|"Orphanet classification of rare genetic diseases"|98053
391711|36899|"Orphanet classification of rare genetic diseases"|98053
391711|255|"Orphanet classification of rare genetic diseases"|98053
255|98808|"Orphanet classification of rare genetic diseases"|98053
255|70594|"Orphanet classification of rare genetic diseases"|98053
255|101150|"Orphanet classification of rare genetic diseases"|98053
391711|521406|"Orphanet classification of rare genetic diseases"|98053
391711|589618|"Orphanet classification of rare genetic diseases"|98053
98203|200037|"Orphanet classification of rare genetic diseases"|98053
496916|307064|"Orphanet classification of rare genetic diseases"|98053
307064|307067|"Orphanet classification of rare genetic diseases"|98053
307067|306756|"Orphanet classification of rare genetic diseases"|98053
306756|98261|"Orphanet classification of rare genetic diseases"|98053
98261|2590|"Orphanet classification of rare genetic diseases"|98053
98261|457265|"Orphanet classification of rare genetic diseases"|98053
98261|435438|"Orphanet classification of rare genetic diseases"|98053
98261|424027|"Orphanet classification of rare genetic diseases"|98053
98261|402082|"Orphanet classification of rare genetic diseases"|98053
98261|324290|"Orphanet classification of rare genetic diseases"|98053
98261|280620|"Orphanet classification of rare genetic diseases"|98053
98261|168491|"Orphanet classification of rare genetic diseases"|98053
98261|168486|"Orphanet classification of rare genetic diseases"|98053
98261|85110|"Orphanet classification of rare genetic diseases"|98053
98261|79264|"Orphanet classification of rare genetic diseases"|98053
98261|79263|"Orphanet classification of rare genetic diseases"|98053
98261|79262|"Orphanet classification of rare genetic diseases"|98053
98261|1947|"Orphanet classification of rare genetic diseases"|98053
98261|308|"Orphanet classification of rare genetic diseases"|98053
98261|501|"Orphanet classification of rare genetic diseases"|98053
98261|551|"Orphanet classification of rare genetic diseases"|98053
306756|306759|"Orphanet classification of rare genetic diseases"|98053
306759|307|"Orphanet classification of rare genetic diseases"|98053
307064|306750|"Orphanet classification of rare genetic diseases"|98053
306750|319189|"Orphanet classification of rare genetic diseases"|98053
306750|86814|"Orphanet classification of rare genetic diseases"|98053
306750|36899|"Orphanet classification of rare genetic diseases"|98053
496916|307061|"Orphanet classification of rare genetic diseases"|98053
307061|457212|"Orphanet classification of rare genetic diseases"|98053
307061|93256|"Orphanet classification of rare genetic diseases"|98053
307061|66633|"Orphanet classification of rare genetic diseases"|98053
307061|53372|"Orphanet classification of rare genetic diseases"|98053
307061|905|"Orphanet classification of rare genetic diseases"|98053
496916|306765|"Orphanet classification of rare genetic diseases"|98053
306765|3095|"Orphanet classification of rare genetic diseases"|98053
306765|904|"Orphanet classification of rare genetic diseases"|98053
306765|908|"Orphanet classification of rare genetic diseases"|98053
306765|778|"Orphanet classification of rare genetic diseases"|98053
306765|505652|"Orphanet classification of rare genetic diseases"|98053
306765|561854|"Orphanet classification of rare genetic diseases"|98053
496916|306719|"Orphanet classification of rare genetic diseases"|98053
306719|401901|"Orphanet classification of rare genetic diseases"|98053
306719|248111|"Orphanet classification of rare genetic diseases"|98053
306719|209905|"Orphanet classification of rare genetic diseases"|98053
306719|157941|"Orphanet classification of rare genetic diseases"|98053
306719|1429|"Orphanet classification of rare genetic diseases"|98053
306719|399|"Orphanet classification of rare genetic diseases"|98053
306719|494541|"Orphanet classification of rare genetic diseases"|98053
496916|592564|"Orphanet classification of rare genetic diseases"|98053
183521|238722|"Orphanet classification of rare genetic diseases"|98053
183521|163985|"Orphanet classification of rare genetic diseases"|98053
183521|3197|"Orphanet classification of rare genetic diseases"|98053
71859|183518|"Orphanet classification of rare genetic diseases"|98053
183518|572543|"Orphanet classification of rare genetic diseases"|98053
183518|599376|"Orphanet classification of rare genetic diseases"|98053
183518|447896|"Orphanet classification of rare genetic diseases"|98053
183518|1236|"Orphanet classification of rare genetic diseases"|98053
183518|1184|"Orphanet classification of rare genetic diseases"|98053
183518|2672|"Orphanet classification of rare genetic diseases"|98053
183518|445062|"Orphanet classification of rare genetic diseases"|98053
183518|316226|"Orphanet classification of rare genetic diseases"|98053
316226|401866|"Orphanet classification of rare genetic diseases"|98053
316226|316240|"Orphanet classification of rare genetic diseases"|98053
316240|527497|"Orphanet classification of rare genetic diseases"|98053
316240|557056|"Orphanet classification of rare genetic diseases"|98053
316240|314603|"Orphanet classification of rare genetic diseases"|98053
316240|313772|"Orphanet classification of rare genetic diseases"|98053
316240|254343|"Orphanet classification of rare genetic diseases"|98053
316240|2572|"Orphanet classification of rare genetic diseases"|98053
316240|98|"Orphanet classification of rare genetic diseases"|98053
316226|316235|"Orphanet classification of rare genetic diseases"|98053
316235|251282|"Orphanet classification of rare genetic diseases"|98053
316235|1182|"Orphanet classification of rare genetic diseases"|98053
183518|247765|"Orphanet classification of rare genetic diseases"|98053
247765|314978|"Orphanet classification of rare genetic diseases"|98053
247765|93256|"Orphanet classification of rare genetic diseases"|98053
247765|85338|"Orphanet classification of rare genetic diseases"|98053
247765|85297|"Orphanet classification of rare genetic diseases"|98053
247765|85292|"Orphanet classification of rare genetic diseases"|98053
247765|85278|"Orphanet classification of rare genetic diseases"|98053
247765|2802|"Orphanet classification of rare genetic diseases"|98053
247765|1188|"Orphanet classification of rare genetic diseases"|98053
247765|1187|"Orphanet classification of rare genetic diseases"|98053
247765|1175|"Orphanet classification of rare genetic diseases"|98053
183518|211062|"Orphanet classification of rare genetic diseases"|98053
211062|401953|"Orphanet classification of rare genetic diseases"|98053
211062|211067|"Orphanet classification of rare genetic diseases"|98053
211062|209970|"Orphanet classification of rare genetic diseases"|98053
211062|209967|"Orphanet classification of rare genetic diseases"|98053
211062|79136|"Orphanet classification of rare genetic diseases"|98053
211062|79135|"Orphanet classification of rare genetic diseases"|98053
211062|37612|"Orphanet classification of rare genetic diseases"|98053
211062|97|"Orphanet classification of rare genetic diseases"|98053
183518|199343|"Orphanet classification of rare genetic diseases"|98053
183518|99013|"Orphanet classification of rare genetic diseases"|98053
183518|1172|"Orphanet classification of rare genetic diseases"|98053
1172|412057|"Orphanet classification of rare genetic diseases"|98053
1172|404481|"Orphanet classification of rare genetic diseases"|98053
1172|352403|"Orphanet classification of rare genetic diseases"|98053
1172|284332|"Orphanet classification of rare genetic diseases"|98053
1172|284324|"Orphanet classification of rare genetic diseases"|98053
1172|284289|"Orphanet classification of rare genetic diseases"|98053
1172|139485|"Orphanet classification of rare genetic diseases"|98053
1172|98099|"Orphanet classification of rare genetic diseases"|98053
98099|466794|"Orphanet classification of rare genetic diseases"|98053
98099|504476|"Orphanet classification of rare genetic diseases"|98053
98099|2074|"Orphanet classification of rare genetic diseases"|98053
98099|284271|"Orphanet classification of rare genetic diseases"|98053
98099|95434|"Orphanet classification of rare genetic diseases"|98053
98099|95433|"Orphanet classification of rare genetic diseases"|98053
98099|459033|"Orphanet classification of rare genetic diseases"|98053
1172|98098|"Orphanet classification of rare genetic diseases"|98053
98098|496756|"Orphanet classification of rare genetic diseases"|98053
98098|88628|"Orphanet classification of rare genetic diseases"|98053
98098|48431|"Orphanet classification of rare genetic diseases"|98053
98098|559|"Orphanet classification of rare genetic diseases"|98053
98098|1186|"Orphanet classification of rare genetic diseases"|98053
98098|1177|"Orphanet classification of rare genetic diseases"|98053
98098|95|"Orphanet classification of rare genetic diseases"|98053
1172|98097|"Orphanet classification of rare genetic diseases"|98053
98097|420741|"Orphanet classification of rare genetic diseases"|98053
98097|910|"Orphanet classification of rare genetic diseases"|98053
98097|251347|"Orphanet classification of rare genetic diseases"|98053
98097|220295|"Orphanet classification of rare genetic diseases"|98053
98097|94124|"Orphanet classification of rare genetic diseases"|98053
98097|64753|"Orphanet classification of rare genetic diseases"|98053
98097|1168|"Orphanet classification of rare genetic diseases"|98053
98097|100|"Orphanet classification of rare genetic diseases"|98053
1172|98096|"Orphanet classification of rare genetic diseases"|98053
98096|363429|"Orphanet classification of rare genetic diseases"|98053
363429|363432|"Orphanet classification of rare genetic diseases"|98053
363429|324262|"Orphanet classification of rare genetic diseases"|98053
98096|352641|"Orphanet classification of rare genetic diseases"|98053
98096|247815|"Orphanet classification of rare genetic diseases"|98053
98096|94125|"Orphanet classification of rare genetic diseases"|98053
98096|772|"Orphanet classification of rare genetic diseases"|98053
98096|909|"Orphanet classification of rare genetic diseases"|98053
98096|773|"Orphanet classification of rare genetic diseases"|98053
98096|14|"Orphanet classification of rare genetic diseases"|98053
98096|96|"Orphanet classification of rare genetic diseases"|98053
1172|98095|"Orphanet classification of rare genetic diseases"|98053
98095|512260|"Orphanet classification of rare genetic diseases"|98053
98095|453521|"Orphanet classification of rare genetic diseases"|98053
98095|140874|"Orphanet classification of rare genetic diseases"|98053
98095|94122|"Orphanet classification of rare genetic diseases"|98053
98095|83472|"Orphanet classification of rare genetic diseases"|98053
98095|1766|"Orphanet classification of rare genetic diseases"|98053
98095|1170|"Orphanet classification of rare genetic diseases"|98053
1172|88644|"Orphanet classification of rare genetic diseases"|98053
183518|3177|"Orphanet classification of rare genetic diseases"|98053
183518|2589|"Orphanet classification of rare genetic diseases"|98053
183518|2579|"Orphanet classification of rare genetic diseases"|98053
183518|2274|"Orphanet classification of rare genetic diseases"|98053
183518|1399|"Orphanet classification of rare genetic diseases"|98053
183518|1368|"Orphanet classification of rare genetic diseases"|98053
183518|1185|"Orphanet classification of rare genetic diseases"|98053
183518|1180|"Orphanet classification of rare genetic diseases"|98053
183518|1173|"Orphanet classification of rare genetic diseases"|98053
183518|1178|"Orphanet classification of rare genetic diseases"|98053
183518|99|"Orphanet classification of rare genetic diseases"|98053
99|208508|"Orphanet classification of rare genetic diseases"|98053
208508|94147|"Orphanet classification of rare genetic diseases"|98053
99|94149|"Orphanet classification of rare genetic diseases"|98053
94149|98761|"Orphanet classification of rare genetic diseases"|98053
94149|101|"Orphanet classification of rare genetic diseases"|98053
99|94148|"Orphanet classification of rare genetic diseases"|98053
94148|458803|"Orphanet classification of rare genetic diseases"|98053
94148|458798|"Orphanet classification of rare genetic diseases"|98053
94148|423296|"Orphanet classification of rare genetic diseases"|98053
94148|217012|"Orphanet classification of rare genetic diseases"|98053
94148|211017|"Orphanet classification of rare genetic diseases"|98053
94148|101112|"Orphanet classification of rare genetic diseases"|98053
94148|98767|"Orphanet classification of rare genetic diseases"|98053
94148|98766|"Orphanet classification of rare genetic diseases"|98053
94148|98758|"Orphanet classification of rare genetic diseases"|98053
94148|589527|"Orphanet classification of rare genetic diseases"|98053
99|94145|"Orphanet classification of rare genetic diseases"|98053
94145|589522|"Orphanet classification of rare genetic diseases"|98053
94145|589515|"Orphanet classification of rare genetic diseases"|98053
94145|497764|"Orphanet classification of rare genetic diseases"|98053
94145|98771|"Orphanet classification of rare genetic diseases"|98053
94145|98769|"Orphanet classification of rare genetic diseases"|98053
94145|98768|"Orphanet classification of rare genetic diseases"|98053
94145|98765|"Orphanet classification of rare genetic diseases"|98053
94145|98764|"Orphanet classification of rare genetic diseases"|98053
94145|98763|"Orphanet classification of rare genetic diseases"|98053
94145|98762|"Orphanet classification of rare genetic diseases"|98053
94145|98760|"Orphanet classification of rare genetic diseases"|98053
94145|98759|"Orphanet classification of rare genetic diseases"|98053
94145|98757|"Orphanet classification of rare genetic diseases"|98053
98757|276244|"Orphanet classification of rare genetic diseases"|98053
98757|276241|"Orphanet classification of rare genetic diseases"|98053
98757|276238|"Orphanet classification of rare genetic diseases"|98053
94145|98756|"Orphanet classification of rare genetic diseases"|98053
94145|98755|"Orphanet classification of rare genetic diseases"|98053
94145|1171|"Orphanet classification of rare genetic diseases"|98053
94145|1955|"Orphanet classification of rare genetic diseases"|98053
94145|423275|"Orphanet classification of rare genetic diseases"|98053
94145|363710|"Orphanet classification of rare genetic diseases"|98053
94145|314647|"Orphanet classification of rare genetic diseases"|98053
94145|314404|"Orphanet classification of rare genetic diseases"|98053
94145|276198|"Orphanet classification of rare genetic diseases"|98053
94145|276193|"Orphanet classification of rare genetic diseases"|98053
94145|276183|"Orphanet classification of rare genetic diseases"|98053
94145|208513|"Orphanet classification of rare genetic diseases"|98053
94145|101111|"Orphanet classification of rare genetic diseases"|98053
94145|101110|"Orphanet classification of rare genetic diseases"|98053
94145|101109|"Orphanet classification of rare genetic diseases"|98053
94145|101108|"Orphanet classification of rare genetic diseases"|98053
94145|98773|"Orphanet classification of rare genetic diseases"|98053
94145|98772|"Orphanet classification of rare genetic diseases"|98053
183518|502423|"Orphanet classification of rare genetic diseases"|98053
71859|183515|"Orphanet classification of rare genetic diseases"|98053
183515|370034|"Orphanet classification of rare genetic diseases"|98053
183515|2585|"Orphanet classification of rare genetic diseases"|98053
183515|2285|"Orphanet classification of rare genetic diseases"|98053
71859|183512|"Orphanet classification of rare genetic diseases"|98053
183512|166487|"Orphanet classification of rare genetic diseases"|98053
166487|1062|"Orphanet classification of rare genetic diseases"|98053
166487|3205|"Orphanet classification of rare genetic diseases"|98053
183512|166478|"Orphanet classification of rare genetic diseases"|98053
166478|98523|"Orphanet classification of rare genetic diseases"|98053
166478|85278|"Orphanet classification of rare genetic diseases"|98053
166478|137831|"Orphanet classification of rare genetic diseases"|98053
166478|404437|"Orphanet classification of rare genetic diseases"|98053
166478|401959|"Orphanet classification of rare genetic diseases"|98053
166478|352587|"Orphanet classification of rare genetic diseases"|98053
166478|306558|"Orphanet classification of rare genetic diseases"|98053
166478|250972|"Orphanet classification of rare genetic diseases"|98053
166478|163209|"Orphanet classification of rare genetic diseases"|98053
166478|99802|"Orphanet classification of rare genetic diseases"|98053
166478|86906|"Orphanet classification of rare genetic diseases"|98053
166478|50810|"Orphanet classification of rare genetic diseases"|98053
166478|48471|"Orphanet classification of rare genetic diseases"|98053
166478|2940|"Orphanet classification of rare genetic diseases"|98053
166478|799|"Orphanet classification of rare genetic diseases"|98053
166478|2162|"Orphanet classification of rare genetic diseases"|98053
166478|50|"Orphanet classification of rare genetic diseases"|98053
183512|166475|"Orphanet classification of rare genetic diseases"|98053
166475|140927|"Orphanet classification of rare genetic diseases"|98053
166475|306|"Orphanet classification of rare genetic diseases"|98053
166475|309|"Orphanet classification of rare genetic diseases"|98053
309|165805|"Orphanet classification of rare genetic diseases"|98053
309|163717|"Orphanet classification of rare genetic diseases"|98053
309|101046|"Orphanet classification of rare genetic diseases"|98053
309|99701|"Orphanet classification of rare genetic diseases"|98053
309|98820|"Orphanet classification of rare genetic diseases"|98053
309|98819|"Orphanet classification of rare genetic diseases"|98053
309|98784|"Orphanet classification of rare genetic diseases"|98053
309|79137|"Orphanet classification of rare genetic diseases"|98053
309|64280|"Orphanet classification of rare genetic diseases"|98053
309|36387|"Orphanet classification of rare genetic diseases"|98053
309|1945|"Orphanet classification of rare genetic diseases"|98053
309|307|"Orphanet classification of rare genetic diseases"|98053
309|1941|"Orphanet classification of rare genetic diseases"|98053
183512|166472|"Orphanet classification of rare genetic diseases"|98053
166472|592564|"Orphanet classification of rare genetic diseases"|98053
166472|101685|"Orphanet classification of rare genetic diseases"|98053
166472|397933|"Orphanet classification of rare genetic diseases"|98053
166472|2896|"Orphanet classification of rare genetic diseases"|98053
166472|2152|"Orphanet classification of rare genetic diseases"|98053
166472|488613|"Orphanet classification of rare genetic diseases"|98053
166472|37612|"Orphanet classification of rare genetic diseases"|98053
166472|505237|"Orphanet classification of rare genetic diseases"|98053
166472|505652|"Orphanet classification of rare genetic diseases"|98053
166472|500533|"Orphanet classification of rare genetic diseases"|98053
166472|500545|"Orphanet classification of rare genetic diseases"|98053
166472|496641|"Orphanet classification of rare genetic diseases"|98053
166472|464282|"Orphanet classification of rare genetic diseases"|98053
166472|564178|"Orphanet classification of rare genetic diseases"|98053
166472|561854|"Orphanet classification of rare genetic diseases"|98053
166472|565858|"Orphanet classification of rare genetic diseases"|98053
166472|544503|"Orphanet classification of rare genetic diseases"|98053
166472|439218|"Orphanet classification of rare genetic diseases"|98053
