"OrphaCode"|"Gene_Symbol"|"Relationship_Type"|"Status"
157769|"CFC1"|"Candidate gene tested in"|"Not yet assessed"
157716|"EIF2B1"|"Disease-causing germline mutation(s) in"|"Assessed"
157716|"EIF2B2"|"Disease-causing germline mutation(s) in"|"Assessed"
157716|"EIF2B3"|"Disease-causing germline mutation(s) in"|"Assessed"
157716|"EIF2B4"|"Disease-causing germline mutation(s) in"|"Assessed"
157716|"EIF2B5"|"Disease-causing germline mutation(s) in"|"Assessed"
157719|"EIF2B1"|"Disease-causing germline mutation(s) in"|"Assessed"
157719|"EIF2B2"|"Disease-causing germline mutation(s) in"|"Assessed"
157719|"EIF2B3"|"Disease-causing germline mutation(s) in"|"Assessed"
157719|"EIF2B4"|"Disease-causing germline mutation(s) in"|"Assessed"
157719|"EIF2B5"|"Disease-causing germline mutation(s) in"|"Assessed"
157713|"EIF2B1"|"Disease-causing germline mutation(s) in"|"Assessed"
157713|"EIF2B2"|"Disease-causing germline mutation(s) in"|"Assessed"
157713|"EIF2B3"|"Disease-causing germline mutation(s) in"|"Assessed"
157713|"EIF2B4"|"Disease-causing germline mutation(s) in"|"Assessed"
157713|"EIF2B5"|"Disease-causing germline mutation(s) in"|"Assessed"
1377|"CRYAA"|"Disease-causing germline mutation(s) in"|"Assessed"
1377|"CRYBA4"|"Disease-causing germline mutation(s) in"|"Assessed"
1377|"CRYBB2"|"Disease-causing germline mutation(s) in"|"Assessed"
1377|"CRYGC"|"Disease-causing germline mutation(s) in"|"Assessed"
1377|"CRYGD"|"Disease-causing germline mutation(s) in"|"Assessed"
1377|"GJA8"|"Disease-causing germline mutation(s) in"|"Assessed"
1377|"CRYBB1"|"Disease-causing germline mutation(s) in"|"Assessed"
1377|"MAF"|"Disease-causing germline mutation(s) in"|"Assessed"
157215|"SLC34A3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
157215|"SLC34A1"|"Disease-causing germline mutation(s) in"|"Assessed"
1328|"TGFB1"|"Disease-causing germline mutation(s) in"|"Assessed"
1338|"WDPCP"|"Disease-causing germline mutation(s) in"|"Assessed"
1340|"BRAF"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
1340|"KRAS"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
1340|"MAP2K1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
1340|"MAP2K2"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
2856|"AMH"|"Disease-causing germline mutation(s) in"|"Assessed"
2856|"AMHR2"|"Disease-causing germline mutation(s) in"|"Assessed"
1766|"VLDLR"|"Disease-causing germline mutation(s) in"|"Assessed"
1766|"WDR81"|"Disease-causing germline mutation(s) in"|"Assessed"
1766|"CA8"|"Disease-causing germline mutation(s) in"|"Assessed"
1766|"ATP8A2"|"Disease-causing germline mutation(s) in"|"Assessed"
1766|"TUBB2B"|"Disease-causing germline mutation(s) in"|"Assessed"
1777|"C12ORF57"|"Disease-causing germline mutation(s) in"|"Assessed"
1772|"SRY"|"Candidate gene tested in"|"Not yet assessed"
1782|"TNFRSF11A"|"Disease-causing germline mutation(s) in"|"Assessed"
1782|"TCIRG1"|"Disease-causing germline mutation(s) in"|"Assessed"
1782|"SLC29A3"|"Disease-causing germline mutation(s) in"|"Not yet assessed"
1788|"SF3B4"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
859|"TCN2"|"Disease-causing germline mutation(s) in"|"Assessed"
139441|"TUBB4A"|"Disease-causing germline mutation(s) in"|"Assessed"
139441|"UFM1"|"Disease-causing germline mutation(s) in"|"Assessed"
139447|"NDUFV2"|"Disease-causing germline mutation(s) in"|"Assessed"
1573|"CDH3"|"Disease-causing germline mutation(s) in"|"Assessed"
726|"POLG"|"Disease-causing germline mutation(s) in"|"Assessed"
139455|"BEST1"|"Disease-causing germline mutation(s) in"|"Assessed"
139466|"WNT4"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1596|"MCTP2"|"Role in the phenotype of"|"Assessed"
139471|"BMP4"|"Disease-causing germline mutation(s) in"|"Assessed"
139474|"NF1"|"Role in the phenotype of"|"Assessed"
1617|"TBR1"|"Candidate gene tested in"|"Not yet assessed"
1606|"RERE"|"Role in the phenotype of"|"Assessed"
1606|"PRKCZ"|"Role in the phenotype of"|"Assessed"
1606|"UBE4B"|"Role in the phenotype of"|"Assessed"
1606|"MMP23B"|"Role in the phenotype of"|"Assessed"
1606|"GABRD"|"Role in the phenotype of"|"Assessed"
1606|"SKI"|"Role in the phenotype of"|"Assessed"
1606|"KCNAB2"|"Role in the phenotype of"|"Assessed"
1606|"PRDM16"|"Role in the phenotype of"|"Assessed"
1606|"CASZ1"|"Role in the phenotype of"|"Assessed"
1606|"SPEN"|"Role in the phenotype of"|"Assessed"
1606|"PDPN"|"Role in the phenotype of"|"Assessed"
1606|"LUZP1"|"Role in the phenotype of"|"Assessed"
1606|"HSPG2"|"Role in the phenotype of"|"Assessed"
1606|"SPEN"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
139480|"PNPLA6"|"Disease-causing germline mutation(s) in"|"Assessed"
139485|"COQ8A"|"Disease-causing germline mutation(s) in"|"Assessed"
139491|"SLC40A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
139491|"SLC40A1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
139498|"HFE"|"Disease-causing germline mutation(s) in"|"Assessed"
139515|"FIG4"|"Disease-causing germline mutation(s) in"|"Assessed"
139512|"GJB3"|"Disease-causing germline mutation(s) in"|"Assessed"
139525|"HSPB1"|"Disease-causing germline mutation(s) in"|"Assessed"
139525|"HSPB8"|"Disease-causing germline mutation(s) in"|"Assessed"
139525|"HSPB3"|"Disease-causing germline mutation(s) in"|"Assessed"
139525|"FBXO38"|"Disease-causing germline mutation(s) in"|"Assessed"
1658|"SMARCAD1"|"Disease-causing germline mutation(s) in"|"Assessed"
139536|"REEP1"|"Disease-causing germline mutation(s) in"|"Assessed"
139536|"BSCL2"|"Disease-causing germline mutation(s) in"|"Assessed"
139536|"GARS1"|"Disease-causing germline mutation(s) in"|"Assessed"
139557|"ATP7A"|"Disease-causing germline mutation(s) in"|"Assessed"
1662|"ZMPSTE24"|"Disease-causing germline mutation(s) in"|"Assessed"
1662|"LMNA"|"Disease-causing germline mutation(s) in"|"Assessed"
139552|"SIGMAR1"|"Disease-causing germline mutation(s) in"|"Assessed"
139583|"AIFM1"|"Disease-causing germline mutation(s) in"|"Assessed"
1667|"EIF2AK3"|"Disease-causing germline mutation(s) in"|"Assessed"
139578|"CCT5"|"Disease-causing germline mutation(s) in"|"Assessed"
139589|"DCTN1"|"Disease-causing germline mutation(s) in"|"Assessed"
139589|"SLC5A7"|"Disease-causing germline mutation(s) in"|"Assessed"
140917|"NOG"|"Disease-causing germline mutation(s) in"|"Assessed"
140922|"TTN"|"Disease-causing germline mutation(s) in"|"Assessed"
1545|"CRLF1"|"Disease-causing germline mutation(s) in"|"Assessed"
1545|"CLCF1"|"Disease-causing germline mutation(s) in"|"Assessed"
140905|"LIPC"|"Disease-causing germline mutation(s) in"|"Assessed"
1540|"FGFR2"|"Disease-causing germline mutation(s) in"|"Assessed"
140908|"NOG"|"Disease-causing germline mutation(s) in"|"Assessed"
140952|"CCNQ"|"Disease-causing germline mutation(s) in"|"Assessed"
140957|"GP1BA"|"Disease-causing germline mutation(s) in"|"Assessed"
140957|"TRPM7"|"Disease-causing germline mutation(s) in"|"Assessed"
140957|"GFI1B"|"Disease-causing germline mutation(s) in"|"Assessed"
140957|"GP1BB"|"Disease-causing germline mutation(s) in"|"Assessed"
140957|"TPM4"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
140957|"ITGA2B"|"Disease-causing germline mutation(s) in"|"Assessed"
140957|"ITGB3"|"Disease-causing germline mutation(s) in"|"Assessed"
140957|"TUBB1"|"Disease-causing germline mutation(s) in"|"Assessed"
140957|"ACTN1"|"Disease-causing germline mutation(s) in"|"Assessed"
140944|"PIK3CA"|"Disease-causing somatic mutation(s) in"|"Assessed"
1555|"FGFR2"|"Disease-causing germline mutation(s) in"|"Assessed"
140941|"IGFALS"|"Disease-causing germline mutation(s) in"|"Assessed"
1553|"SMO"|"Disease-causing somatic mutation(s) in"|"Assessed"
140927|"SCN2A"|"Disease-causing germline mutation(s) in"|"Assessed"
140927|"KCNQ2"|"Disease-causing germline mutation(s) in"|"Assessed"
140976|"TMEM67"|"Disease-causing germline mutation(s) in"|"Assessed"
140969|"IFT140"|"Disease-causing germline mutation(s) in"|"Assessed"
140969|"IFT172"|"Disease-causing germline mutation(s) in"|"Assessed"
140966|"SERPINB7"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
140963|"HOXA2"|"Disease-causing germline mutation(s) in"|"Assessed"
382|"GAMT"|"Disease-causing germline mutation(s) in"|"Assessed"
742|"PEPD"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1571|"PAK2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1571|"COL18A1"|"Disease-causing germline mutation(s) in"|"Assessed"
1568|"AP1S2"|"Disease-causing germline mutation(s) in"|"Assessed"
1497|"L1CAM"|"Disease-causing germline mutation(s) in"|"Assessed"
140436|"ELMO2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1493|"EPG5"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1509|"TBX4"|"Disease-causing germline mutation(s) in"|"Assessed"
1507|"ROR2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1507|"NXN"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1517|"ABCC9"|"Disease-causing germline mutation(s) in"|"Assessed"
1517|"KCNJ8"|"Disease-causing germline mutation(s) in"|"Assessed"
1519|"SPECC1L"|"Disease-causing germline mutation(s) in"|"Assessed"
1520|"EFNB1"|"Disease-causing germline mutation(s) in"|"Assessed"
1513|"SOST"|"Disease-causing germline mutation(s) in"|"Assessed"
140481|"ARHGEF10"|"Disease-causing germline mutation(s) in"|"Assessed"
1515|"IFT122"|"Disease-causing germline mutation(s) in"|"Assessed"
1515|"WDR35"|"Disease-causing germline mutation(s) in"|"Assessed"
1515|"IFT43"|"Disease-causing germline mutation(s) in"|"Assessed"
1515|"WDR19"|"Disease-causing germline mutation(s) in"|"Assessed"
1515|"IFT52"|"Disease-causing germline mutation(s) in"|"Assessed"
1529|"PAX3"|"Disease-causing germline mutation(s) in"|"Assessed"
1522|"ANKH"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
1522|"GJA1"|"Disease-causing germline mutation(s) in"|"Assessed"
1525|"HPGD"|"Disease-causing germline mutation(s) in"|"Assessed"
1824|"RNU4ATAC"|"Disease-causing germline mutation(s) in"|"Assessed"
1955|"ELOVL4"|"Disease-causing germline mutation(s) in"|"Assessed"
2209|"PAH"|"Disease-causing germline mutation(s) in"|"Assessed"
1896|"TP63"|"Disease-causing germline mutation(s) in"|"Assessed"
1897|"CDH3"|"Disease-causing germline mutation(s) in"|"Assessed"
1807|"TWIST2"|"Disease-causing germline mutation(s) in"|"Assessed"
1873|"CNNM4"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1879|"LEMD3"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"RPGR"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"PRPH2"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"CFAP410"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"PITPNM3"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"OPN1MW"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"CRX"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"NMNAT1"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"CFAP418"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"CDHR1"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"ABCA4"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"RIMS1"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"RPGRIP1"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"CACNA1F"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"CNGA3"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"AIPL1"|"Candidate gene tested in"|"Not yet assessed"
1872|"GUCA1A"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"GUCY2D"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"OPN1LW"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"RAX2"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"SEMA4A"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"PROM1"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"CACNA2D4"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"ADAM9"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"UNC119"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"RAB28"|"Disease-causing germline mutation(s) in"|"Assessed"
1872|"POC1B"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1872|"DRAM2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1872|"TTLL5"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1872|"TLCD3B"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1872|"ATF6"|"Disease-causing germline mutation(s) in"|"Assessed"
1871|"PDE6C"|"Disease-causing germline mutation(s) in"|"Assessed"
1871|"GNAT2"|"Disease-causing germline mutation(s) in"|"Assessed"
1871|"CNGB3"|"Disease-causing germline mutation(s) in"|"Assessed"
1871|"GUCA1A"|"Disease-causing germline mutation(s) in"|"Assessed"
1860|"FGFR3"|"Disease-causing germline mutation(s) in"|"Assessed"
1865|"HSPG2"|"Disease-causing germline mutation(s) in"|"Assessed"
1830|"SMARCAL1"|"Disease-causing germline mutation(s) in"|"Assessed"
1802|"TBXAS1"|"Disease-causing germline mutation(s) in"|"Assessed"
2128|"IGF2"|"Disease-causing germline mutation(s) in"|"Assessed"
2128|"H19"|"Disease-causing germline mutation(s) in"|"Assessed"
2128|"KCNQ1OT1"|"Disease-causing germline mutation(s) in"|"Assessed"
2136|"CCBE1"|"Disease-causing germline mutation(s) in"|"Assessed"
2136|"FAT4"|"Disease-causing germline mutation(s) in"|"Assessed"
2136|"ADAMTS3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2138|"SOX9"|"Disease-causing germline mutation(s) in"|"Assessed"
2138|"SRY"|"Disease-causing germline mutation(s) in"|"Assessed"
2138|"NR5A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2143|"LRP2"|"Disease-causing germline mutation(s) in"|"Assessed"
2148|"DCX"|"Disease-causing germline mutation(s) in"|"Assessed"
2114|"UFSP2"|"Disease-causing germline mutation(s) in"|"Assessed"
2117|"FGFR1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
376|"PIEZO2"|"Disease-causing germline mutation(s) in"|"Assessed"
2092|"PORCN"|"Disease-causing germline mutation(s) in"|"Assessed"
2098|"BMPR1B"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2098|"GDF5"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
380|"GLI3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2095|"SLC25A24"|"Disease-causing germline mutation(s) in"|"Assessed"
158029|"APOE"|"Disease-causing germline mutation(s) in"|"Assessed"
157846|"FTL"|"Disease-causing germline mutation(s) in"|"Assessed"
2067|"ANTXR1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2065|"OSGEP"|"Disease-causing germline mutation(s) in"|"Assessed"
2065|"TP53RK"|"Disease-causing germline mutation(s) in"|"Assessed"
2065|"WDR73"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2065|"NUP107"|"Disease-causing germline mutation(s) in"|"Assessed"
2065|"TPRKB"|"Disease-causing germline mutation(s) in"|"Assessed"
2065|"LAGE3"|"Disease-causing germline mutation(s) in"|"Assessed"
2065|"WDR4"|"Disease-causing germline mutation(s) in"|"Assessed"
2065|"NUP133"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
157941|"PRNP"|"Disease-causing germline mutation(s) in"|"Assessed"
2072|"GBA1"|"Disease-causing germline mutation(s) in"|"Assessed"
157954|"RBM28"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
157962|"HMX1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2078|"GORAB"|"Disease-causing germline mutation(s) in"|"Assessed"
2078|"PYCR1"|"Disease-causing germline mutation(s) in"|"Assessed"
157949|"INO80"|"Disease-causing germline mutation(s) in"|"Assessed"
157949|"RAG1"|"Disease-causing germline mutation(s) in"|"Assessed"
157949|"RAG2"|"Disease-causing germline mutation(s) in"|"Assessed"
157973|"LMNA"|"Disease-causing germline mutation(s) in"|"Assessed"
2084|"FBN1"|"Candidate gene tested in"|"Not yet assessed"
157965|"SLC39A13"|"Disease-causing germline mutation(s) in"|"Assessed"
1826|"MAP3K7"|"Disease-causing germline mutation(s) in"|"Assessed"
1826|"FLNA"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
2050|"P4HB"|"Disease-causing germline mutation(s) in"|"Assessed"
2050|"SEC24D"|"Disease-causing germline mutation(s) in"|"Assessed"
2059|"PIGN"|"Disease-causing germline mutation(s) in"|"Assessed"
2026|"ABCA5"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2028|"ANTXR2"|"Disease-causing germline mutation(s) in"|"Assessed"
2021|"COL11A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2021|"COL11A2"|"Disease-causing germline mutation(s) in"|"Assessed"
2024|"GINGF2"|"Candidate gene tested in"|"Not yet assessed"
2024|"SOS1"|"Disease-causing germline mutation(s) in"|"Assessed"
2024|"REST"|"Disease-causing germline mutation(s) in"|"Assessed"
2044|"SRCAP"|"Disease-causing germline mutation(s) in"|"Assessed"
2036|"KCTD1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
158769|"KIT"|"Disease-causing germline mutation(s) in"|"Assessed"
158766|"KIT"|"Disease-causing germline mutation(s) in"|"Assessed"
158687|"DSP"|"Disease-causing germline mutation(s) in"|"Assessed"
158687|"JUP"|"Disease-causing germline mutation(s) in"|"Assessed"
158684|"PLEC"|"Disease-causing germline mutation(s) in"|"Assessed"
158684|"ITGB4"|"Disease-causing germline mutation(s) in"|"Assessed"
158681|"KRT5"|"Disease-causing germline mutation(s) in"|"Assessed"
158676|"COL7A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
158673|"COL7A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
158668|"PKP1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
158778|"KIT"|"Disease-causing somatic mutation(s) in"|"Assessed"
158775|"KIT"|"Disease-causing somatic mutation(s) in"|"Assessed"
158772|"KIT"|"Disease-causing germline mutation(s) in"|"Assessed"
1986|"BHLHA9"|"Role in the phenotype of"|"Assessed"
1980|"JAM2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1980|"MYORG"|"Disease-causing germline mutation(s) in"|"Assessed"
1980|"PDGFRB"|"Disease-causing germline mutation(s) in"|"Assessed"
1980|"PDGFB"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1980|"SLC20A2"|"Disease-causing germline mutation(s) in"|"Assessed"
1980|"XPR1"|"Disease-causing germline mutation(s) in"|"Assessed"
1997|"CTNND1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1997|"CDH1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2348|"LMNA"|"Disease-causing germline mutation(s) in"|"Assessed"
247768|"WNT4"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2353|"PTCH1"|"Role in the phenotype of"|"Assessed"
247790|"FTH1"|"Disease-causing germline mutation(s) in"|"Assessed"
247798|"MUTYH"|"Disease-causing germline mutation(s) in"|"Assessed"
247794|"SLC16A12"|"Disease-causing germline mutation(s) in"|"Assessed"
247815|"PEX10"|"Disease-causing germline mutation(s) in"|"Assessed"
247806|"APC"|"Disease-causing germline mutation(s) in"|"Assessed"
2363|"FGF10"|"Disease-causing germline mutation(s) in"|"Assessed"
2363|"FGFR3"|"Disease-causing germline mutation(s) in"|"Assessed"
2363|"FGFR2"|"Disease-causing germline mutation(s) in"|"Assessed"
247691|"TREX1"|"Disease-causing germline mutation(s) in"|"Assessed"
2340|"MBTPS2"|"Disease-causing germline mutation(s) in"|"Assessed"
2340|"SAT1"|"Candidate gene tested in"|"Not yet assessed"
2340|"LRP1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247685|"ALPL"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2342|"CTSC"|"Disease-causing germline mutation(s) in"|"Assessed"
247709|"RET"|"Disease-causing germline mutation(s) in"|"Assessed"
247698|"RET"|"Disease-causing germline mutation(s) in"|"Assessed"
485|"COL2A1"|"Disease-causing germline mutation(s) in"|"Assessed"
247585|"SLC25A13"|"Disease-causing germline mutation(s) in"|"Assessed"
247598|"SLC25A13"|"Disease-causing germline mutation(s) in"|"Assessed"
2332|"ANKRD11"|"Disease-causing germline mutation(s) in"|"Assessed"
247604|"ALS2"|"Disease-causing germline mutation(s) in"|"Assessed"
247604|"ERLIN2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247623|"ALPL"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2335|"VSX1"|"Disease-causing germline mutation(s) in"|"Assessed"
247638|"ALPL"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2337|"AQP5"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
247651|"ALPL"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247667|"ALPL"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247676|"ALPL"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
494|"GJB2"|"Disease-causing germline mutation(s) in"|"Assessed"
2322|"KMT2D"|"Disease-causing germline mutation(s) in"|"Assessed"
2322|"KDM6A"|"Disease-causing germline mutation(s) in"|"Assessed"
247378|"BPGM"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247511|"EPO"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
247511|"EGLN1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247511|"EPAS1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
247511|"HBA1"|"Disease-causing germline mutation(s) in"|"Assessed"
247511|"HBA2"|"Disease-causing germline mutation(s) in"|"Assessed"
247511|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
2323|"TBCE"|"Disease-causing germline mutation(s) in"|"Assessed"
247522|"RPGR"|"Disease-causing germline mutation(s) in"|"Assessed"
247546|"ASS1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247573|"ASS1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2407|"LAMA3"|"Disease-causing germline mutation(s) in"|"Assessed"
248408|"FGA"|"Disease-causing germline mutation(s) in"|"Assessed"
248408|"FGB"|"Disease-causing germline mutation(s) in"|"Assessed"
248408|"FGG"|"Disease-causing germline mutation(s) in"|"Assessed"
2396|"FGFR1"|"Disease-causing somatic mutation(s) in"|"Assessed"
2396|"KRAS"|"Candidate gene tested in"|"Not yet assessed"
248340|"FLI1"|"Disease-causing germline mutation(s) in"|"Assessed"
2388|"VPS13A"|"Disease-causing germline mutation(s) in"|"Assessed"
248111|"HTT"|"Disease-causing germline mutation(s) in"|"Assessed"
2387|"PLCD1"|"Disease-causing germline mutation(s) in"|"Assessed"
2379|"RAB39B"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247834|"RP1L1"|"Disease-causing germline mutation(s) in"|"Assessed"
247820|"NECTIN4"|"Disease-causing germline mutation(s) in"|"Assessed"
2378|"LMBR1"|"Disease-causing germline mutation(s) in"|"Assessed"
247868|"NLRP12"|"Disease-causing germline mutation(s) in"|"Assessed"
2451|"TEK"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
244305|"SLC34A1"|"Disease-causing germline mutation(s) in"|"Assessed"
244305|"SLC9A3R1"|"Disease-causing germline mutation(s) in"|"Assessed"
244283|"CFC1"|"Candidate gene tested in"|"Not yet assessed"
2440|"DLX6"|"Disease-causing germline mutation(s) in"|"Assessed"
2440|"EPS15L1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2440|"TP63"|"Disease-causing germline mutation(s) in"|"Assessed"
2440|"SEM1"|"Candidate gene tested in"|"Not yet assessed"
2440|"WNT10B"|"Disease-causing germline mutation(s) in"|"Assessed"
2440|"DLX5"|"Disease-causing germline mutation(s) in"|"Assessed"
2440|"BTRC"|"Candidate gene tested in"|"Not yet assessed"
2440|"FBXW4"|"Role in the phenotype of"|"Assessed"
244310|"RFT1"|"Disease-causing germline mutation(s) in"|"Assessed"
244242|"CD46"|"Candidate gene tested in"|"Not yet assessed"
244242|"CFH"|"Candidate gene tested in"|"Not yet assessed"
244242|"CFI"|"Candidate gene tested in"|"Not yet assessed"
244242|"HELLPAR"|"Major susceptibility factor in"|"Assessed"
296|"PTH1R"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
296|"IDH2"|"Disease-causing somatic mutation(s) in"|"Assessed"
296|"IDH1"|"Disease-causing somatic mutation(s) in"|"Assessed"
244275|"CFI"|"Biomarker tested in"|"Assessed"
244275|"CFH"|"Biomarker tested in"|"Assessed"
2438|"HOXA13"|"Disease-causing germline mutation(s) in"|"Assessed"
243343|"DMGDH"|"Disease-causing germline mutation(s) in"|"Assessed"
243367|"HADHA"|"Disease-causing germline mutation(s) in"|"Assessed"
243377|"HLA-DRB1"|"Major susceptibility factor in"|"Not yet assessed"
243377|"HLA-DQA1"|"Major susceptibility factor in"|"Not yet assessed"
243377|"HLA-DQB1"|"Major susceptibility factor in"|"Not yet assessed"
243761|"AGTR1"|"Biomarker tested in"|"Not yet assessed"
243761|"PTGIS"|"Candidate gene tested in"|"Not yet assessed"
243761|"AGT"|"Major susceptibility factor in"|"Not yet assessed"
243761|"PNMT"|"Candidate gene tested in"|"Not yet assessed"
247353|"IL36RN"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247353|"AP1S3"|"Disease-causing germline mutation(s) in"|"Assessed"
247262|"PIGV"|"Disease-causing germline mutation(s) in"|"Assessed"
247262|"PIGL"|"Disease-causing germline mutation(s) in"|"Assessed"
247262|"PIGO"|"Disease-causing germline mutation(s) in"|"Assessed"
247262|"PGAP2"|"Disease-causing germline mutation(s) in"|"Assessed"
247262|"PGAP3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
247262|"PIGW"|"Disease-causing germline mutation(s) in"|"Assessed"
247262|"PIGY"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2484|"FLNA"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
247198|"SEPSECS"|"Disease-causing germline mutation(s) in"|"Assessed"
247198|"VPS53"|"Disease-causing germline mutation(s) in"|"Assessed"
2473|"MKKS"|"Disease-causing germline mutation(s) in"|"Assessed"
2470|"STRA6"|"Disease-causing germline mutation(s) in"|"Assessed"
2470|"RARB"|"Disease-causing germline mutation(s) in"|"Assessed"
561|"NFIX"|"Disease-causing germline mutation(s) in"|"Assessed"
559|"SIL1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
559|"INPP5K"|"Disease-causing germline mutation(s) in"|"Assessed"
