"Parent_OrphaCode"|"OrphaCode"
139027|740
139027|2556
139027|2309
139027|2273
139027|2272
139027|139
139027|2176
139027|1662
139027|1253
139027|1117
139027|1116
139027|37
139027|500
139027|113
139027|902
139027|3440
139027|191
139027|3071
139027|774
139027|100
139027|230857
93890|139024
139024|240371
240371|600731
240371|620363
240371|293987
240371|589905
240371|521390
240371|254516
240371|99704
240371|444077
240371|398073
240371|397973
240371|369950
240371|363741
240371|352530
240371|261222
240371|85282
240371|75858
240371|65759
240371|2637
240371|110
240371|2183
240371|3459
240371|464288
240371|2563
240371|1435
240371|127
240371|64
240371|457059
240371|276630
240371|193
240371|192
240371|893
240371|783
240371|739
240371|908
240371|819
139024|93460
93460|530313
530313|583097
530313|295243
530313|295239
530313|99802
530313|140944
530313|314662
530313|276280
530313|60040
93460|597738
93460|457359
93460|420179
93460|404476
93460|300305
93460|404443
93460|293964
93460|168984
93460|163634
93460|137634
93460|137608
93460|93461
93461|314585
93461|96072
93461|1742
93461|884
93460|33445
93460|2849
93460|561
93460|296
93460|2128
93460|1926
93460|109
93460|657
657|276585
276585|165988
165988|79644
165988|79643
276585|79298
79298|276603
79298|276598
657|165985
165985|324575
165985|276580
165985|35878
165985|276575
165985|276556
165985|263455
165985|165991
165985|79299
165985|71212
93460|373
93460|3447
93460|3205
93460|821
93460|744
93460|2346
93460|116
93890|139021
139021|633004
139021|592574
139021|611207
139021|611216
139021|589442
139021|580940
139021|3191
139021|572761
139021|476406
139021|494439
139021|508498
139021|508488
139021|480880
139021|2109
139021|488618
139021|1964
139021|397623
139021|457395
139021|457365
139021|457240
139021|456298
139021|1937
139021|459061
139021|444077
139021|431140
139021|424099
139021|423306
139021|420794
139021|391677
139021|352712
139021|217026
139021|141333
139021|99741
139021|98733
139021|97360
139021|818
139021|3163
139021|2616
139021|2576
139021|2333
139021|2322
139021|2315
139021|2108
139021|2044
139021|1974
139021|813
139021|235
139021|125
139021|915
139021|199
139021|783
139021|904
93890|139012
139012|364559
139012|364526
93890|139009
139009|371235
371235|371212
371235|371195
371195|536467
371195|369837
371195|363417
371195|357058
371195|314667
371195|284139
371195|263508
371195|263463
371195|247262
371195|93359
371195|75496
371195|321
371195|3144
371195|2311
371235|371183
371235|370943
371235|370930
371235|356961
371235|300496
371235|280633
371235|79332
371235|588
371235|899
371235|272
139009|369942
139009|97593
97593|457059
97593|457062
457062|94090
457062|94089
139009|87876
139009|79213
139009|79212
79212|578
79212|577
79212|576
139009|79195
79195|251383
79195|401973
79195|35107
79195|1426
79195|488168
79195|309025
309025|343
309025|29
79195|46059
79195|35173
79195|818
79195|139
139009|772
139009|833
833|99732
99732|308400
99732|308393
99732|308386
833|99731
139009|912
139009|394
139009|436
139009|324
139009|585
93890|98553
98553|137902
98553|98631
98631|98973
98631|98634
98634|519392
98634|488197
98634|98944
98634|91491
98634|566
98634|91483
98634|708
98634|519388
98634|250923
98634|98978
98634|69736
98631|792
98631|238763
98631|94058
98631|64734
64734|98981
64734|98980
64734|98979
98631|35612
98631|190
98553|156005
156005|98977
156005|98976
98553|98945
98553|91494
98553|1471
98553|98942
98553|98635
98635|91490
98635|91489
98553|53691
98553|98943
98553|98655
98655|2092
98655|63
98655|568
98655|564
98655|783
98655|138
98553|98653
98653|519292
519292|2084
519292|560
519292|833
519292|394
519292|2325
519292|1259
519292|1068
519292|412022
519292|171844
519292|2551
519292|558
519292|231736
519292|3449
519292|2092
98653|1885
98553|98652
98652|519396
98652|519294
519294|2084
519294|3086
519294|363992
519294|85194
519294|3449
519294|2551
98553|91492
91492|98994
91492|98992
98992|441447
98992|98989
98992|98995
98995|441452
98995|98991
98995|98985
98992|98993
98992|98990
98992|98988
98992|98984
98553|88632
88632|519276
519276|2321
519276|506307
519276|98557
98557|1068
98557|1067
98557|1069
98557|1064
98557|1065
98557|893
519276|52055
519276|52
519276|96125
519276|195
519276|3163
519276|2670
519276|2090
519276|1473
519276|139450
519276|782
519276|709
88632|98634
98553|519272
519272|363396
519272|519384
519272|468672
519272|466682
519272|98555
98555|202948
202948|611201
202948|603494
202948|2547
202948|2432
202948|431140
202948|424099
202948|363741
202948|251279
202948|178364
202948|157962
202948|139471
202948|85275
202948|77299
202948|77298
202948|3434
202948|2712
202948|2556
202948|2510
202948|2470
202948|1806
202948|1466
202948|1106
202948|568
98555|2542
2542|98938
2542|35612
519272|2484
98553|98605
98605|519274
519274|1775
519274|228396
519274|98606
519274|1562
98605|451612
98605|141083
98553|98594
98594|99177
98594|33001
98553|98560
98560|98567
98567|98576
98576|2701
98576|245
98576|861
98576|870
98576|648
98567|98575
98575|572333
98575|2707
98575|126
126|572361
126|572354
98575|896
98575|894
98575|2745
98567|98574
98574|48431
98574|818
98574|559
98574|1587
98574|281
98574|904
98574|870
98574|881
98574|1705
98567|46486
98567|1253
98567|519390
98567|519270
519270|519386
519270|220295
519270|99170
519270|90342
519270|910
98567|519268
519268|98571
98571|281097
281097|289586
281097|313
281097|100976
281097|79394
281097|457
281097|281122
281097|281127
98571|220295
98571|90342
98571|910
98571|2269
98571|1231
98571|246
98571|870
519268|98570
98570|357158
98570|99171
98570|2322
98570|1997
98567|99172
98567|99169
98567|98578
98578|572333
98578|502430
98578|91411
98578|293642
98578|199
98578|861
98578|126
98578|794
98578|648
98578|580
98578|273
98578|228396
98578|98897
98578|91413
98578|91412
91412|101104
91412|98951
98578|66629
98578|46627
98578|45358
98578|230
98578|590
590|353327
590|98915
590|98914
590|98913
98578|298
98578|818
98578|663
98578|2995
98578|2999
98578|2997
98578|2980
98578|2057
98578|1352
98578|1323
98578|127
98578|1876
98578|270
98578|606
98578|2308
98578|235
98578|596
98560|98561
98561|99176
98561|98564
98564|98946
98564|98566
98566|2717
98566|2399
98566|1791
98566|1234
98566|246
98566|245
98566|861
98564|98565
98565|85275
98565|1791
98565|1071
98565|294963
98564|91397
98561|98563
98563|2671
98563|920
98561|98562
98562|91396
91396|98950
91396|98949
91396|98948
98562|2052
98553|519345
519345|1475
519345|52055
519345|435930
519345|324737
98553|519333
519333|519402
519333|35737
519333|464760
519333|98947
519333|519404
519333|519400
98553|137905
137905|250972
137905|3157
137905|603494
98553|83461
93890|98196
98196|306498
306498|137608
306498|2969
306498|109
306498|201
306498|65285
98196|276280
98196|163634
98196|137605
98196|93921
98196|79665
98196|64755
98196|2875
2875|79485
2875|79484
2875|79483
98196|2874
98196|296
98196|2092
98196|1062
98196|500
98196|638
98196|805
98196|3205
98196|2612
98196|2346
98196|1775
98196|774
98196|2869
98196|377
98196|636
98196|892
93890|98045
98045|108995
108995|1132
108995|2745
108995|3035
108995|2470
108995|2407
108995|1486
108995|1120
108995|994
98045|108993
108993|454750
108993|411501
108993|95430
108993|70589
108993|3161
3161|280821
3161|280811
3161|280802
108993|2038
108993|2257
108993|2004
108993|1928
108993|2040
108993|2357
108993|984
108993|3346
108993|2444
2444|280854
2444|280847
2444|280840
2444|280832
2444|280827
108993|2414
93890|98044
98044|108991
108991|269531
269531|603448
269531|610569
269531|592570
269531|544469
269531|1861
269531|556955
269531|500150
269531|500144
269531|2117
269531|500135
269531|444069
269531|443988
269531|356961
269531|314993
269531|314597
269531|306547
269531|251383
269531|250972
269531|247198
269531|221126
269531|210548
269531|171839
269531|83628
269531|66625
269531|63862
269531|1768
269531|3157
269531|2570
269531|2351
269531|2189
269531|2165
269531|2163
269531|2184
269531|2065
269531|1756
269531|1647
269531|3176
269531|2744
269531|564
269531|93932
269531|300573
269531|480528
269531|443162
269531|529574
108991|269528
269528|477814
269528|443162
269528|439897
269528|434179
269528|404437
269528|402364
269528|391408
269528|329332
269528|324761
269528|313795
269528|306558
269528|294016
269528|293967
269528|99742
269528|2528
269528|2526
269528|2523
269528|2522
269528|2515
269528|1270
269528|2510
269528|481152
269528|572333
269528|597743
108991|269523
269523|615954
269523|611223
269523|580933
269523|2703
269523|529665
269523|495875
269523|480898
269523|467166
269523|300573
269523|444072
269523|439897
269523|401959
269523|397709
269523|370022
269523|269546
269546|1566
269546|79332
269546|73245
269546|2427
269546|3032
269546|2218
269546|1970
269546|1568
269546|916
269546|7
269546|1538
269523|220497
269523|220493
269523|163961
269523|163937
269523|137831
269523|85186
269523|65288
269523|65285
269523|42775
269523|3469
269523|3322
269523|2941
269523|2754
269523|2246
269523|1532
269523|1454
269523|2318
269523|443162
269523|1493
269523|314597
269523|468699
269523|466688
269523|459070
108991|199639
199639|447893
199639|500159
199639|467166
199639|457284
199639|466688
199639|459074
199639|423655
199639|275543
275543|306617
275543|1497
275543|2466
275543|2182
199639|171703
199639|52055
199639|3207
199639|2510
199639|3338
199639|1777
199639|1553
199639|1495
199639|1493
199639|1496
199639|36
199639|50
199639|83473
199639|1083
108991|48471
98044|108989
108989|269194
269194|530033
269194|269197
269194|2356
108989|199633
199633|200
199633|319192
199633|269190
269190|2940
2940|314697
2940|99810
269190|2177
269190|799
799|481986
799|485275
199633|268936
199633|268926
268926|566847
268926|280200
268926|314621
268926|1126
268926|2162
199633|199642
199642|2514
199642|2512
199633|163209
163209|2798
163209|329329
163209|300570
163209|280640
163209|268950
268950|65683
65683|268994
268994|269008
268994|269001
65683|268961
268961|268987
268961|268980
268961|268973
163209|99796
163209|35981
163209|2149
199633|99802
199633|2477
2477|268920
199633|1665
108989|98519
98519|98922
98519|97252
98519|217
217|269215
217|269212
98519|269229
98519|182061
182061|269224
269224|1398
269224|1397
182061|98516
98516|269221
98516|269218
182061|98514
98514|269203
269203|269209
269203|269206
98514|199630
98514|475
182061|59315
98519|98523
98523|613274
98523|613267
98523|611247
98523|611256
98523|411493
98523|369920
98523|324569
98523|284339
98523|166073
98523|166063
98523|97249
98523|2254
98523|2524
108989|98518
98518|324353
98518|306530
98518|306527
98518|233
98518|570
108989|3388
3388|268843
268843|397927
268843|268882
268843|268868
268843|268865
268843|268861
268843|99856
99856|370034
99856|99858
268843|2789
268843|3027
268843|573278
573278|633076
573278|1671
573278|573253
3388|268357
268357|268832
268832|268838
268832|268835
268357|268817
268817|268820
268817|199647
199647|268823
199647|141118
199647|1931
199647|268829
199647|268826
268357|63260
268357|63259
63259|268366
63259|268363
268357|1048
268357|823
823|268744
268744|268813
268744|268810
268744|93969
93969|268770
93969|268766
93969|268762
93969|268758
93969|268752
93969|268748
268744|1136
823|268369
268369|268740
268369|268397
268369|268392
268369|268388
268369|268384
268369|268377
108989|2185
2185|269510
2185|269505
93890|98043
93890|98041
93890|98039
93890|98038
98038|2763
98038|2780
98038|1826
98038|1522
98038|974
98038|1114
98038|251290
98038|77296
98038|60015
98038|3034
98038|1790
98038|1513
98038|945
98038|1531
98038|1452
98038|2050
98038|97340
93890|97965
93890|93545
93545|93547
93547|597743
93547|3032
93547|521438
93547|592574
93547|508488
93547|500095
93547|2838
93547|71273
93547|500135
93547|2111
93547|444069
93547|439897
93547|217266
93547|93111
93547|818
93547|3411
93547|1192
93547|3404
93547|3327
93547|3326
93547|3316
93547|3186
93547|798
93547|3109
93547|2820
93547|2774
93547|2750
93547|2704
93547|2697
93547|2673
93547|1475
93547|2669
93547|2278
93547|672
93547|2256
93547|2241
93547|2237
93547|2186
93547|1973
93547|1896
93547|1834
93547|1765
93547|1133
93547|1064
93547|971
93547|955
93547|2052
93547|3027
93547|373
93547|887
93547|3380
93547|3378
93547|289
93547|564
93547|116
93547|52
93547|195
93547|107
93547|893
93547|857
93547|648
93547|783
93547|567
93547|138
93547|881
93545|93546
93546|289365
93546|435743
93546|435365
93546|411709
411709|93100
411709|1848
93546|238637
93546|93109
93109|93177
93109|93176
93546|93108
93108|93173
93108|93172
93546|93101
93101|97362
93101|97361
93546|617
93546|237
93546|2260
93546|1309
93546|3033
3033|97369
3033|97368
3033|97367
93546|322
93546|1851
1851|97364
1851|97363
93890|1041
1041|364013
1041|363999
0|108999
108999|556508
556508|466677
556508|449285
556508|330021
556508|330015
556508|306692
556508|306686
556508|306682
556508|247165
556508|227972
556508|90069
556508|90068
556508|73423
556508|60014
556508|35889
556508|31827
556508|31826
556508|31825
556508|570470
108999|251529
108999|306640
306640|464458
306640|466670
306640|293807
306640|217064
306640|43119
306640|43117
306640|31828
306640|31824
306640|529831
306640|565782
108999|521132
521132|164726
521132|70475
521132|90021
521132|454831
521132|521123
521132|521127
0|616874
0|97978
97978|443095
443095|411593
443095|276525
276525|544628
276525|276608
276525|263458
276525|657
97978|293964
97978|181441
181441|280679
181441|163976
181441|163971
181441|90646
181441|2183
181441|3464
181441|2558
181441|2410
181441|2234
181441|2232
181441|2229
181441|43
43|139399
43|139396
181441|606
181441|2233
181441|648
181441|3044
97978|181384
181384|525738
181384|443101
181384|397685
181384|314621
181384|300373
181384|101957
101957|178029
178029|95626
178029|30925
101957|95502
95502|199299
95502|95619
95502|95618
95618|93616
95618|848
848|231226
848|231214
848|231222
95502|95617
95617|3389
95617|797
95502|95613
95502|95611
95611|91355
95502|95506
95506|238305
95506|95513
95506|95512
95502|95505
95505|91354
95505|2356
95502|95503
95503|99408
99408|314777
99408|314753
314753|314759
314759|314769
314753|199244
314753|96256
96256|99725
96256|963
314753|96253
314753|91348
314753|91347
314753|2965
99408|91349
91349|314790
91349|314786
95503|91352
95503|91351
95503|91350
95503|54595
95503|178
95503|2086
95503|2495
101957|95488
95488|314811
95488|199296
95488|174590
174590|52901
174590|238666
238666|432
238666|478
174590|181390
181390|179494
181390|95702
181390|95700
181390|95494
181390|90695
181390|71528
181390|66628
174590|181387
181387|453533
181387|1295
181387|398073
181387|293967
181387|157954
181387|88637
181387|110
181387|2326
181387|3464
181387|2560
181387|2250
181387|2235
181387|2230
181387|1387
181387|1180
181387|1173
181387|2377
181387|739
181387|138
95488|95496
95488|90674
95488|467
467|178025
178025|95494
178025|90695
467|95495
95495|420584
95495|293978
95495|231720
95495|157954
95495|85442
95495|77298
95495|782
95495|3157
95495|2315
95495|672
95495|2162
95488|631
631|231692
231692|67045
231692|632
631|231679
631|231671
631|231662
631|629
181384|1672
97978|101956
101956|445018
101956|391487
101956|282196
282196|227990
282196|227982
282196|3453
282196|3143
101956|280651
101956|100094
100094|276161
276161|276152
276161|653
653|247709
653|247698
276161|652
100094|139411
100094|97286
100094|1359
100094|892
101956|37042
101956|1227
97978|101955
101955|276399
101955|181399
181399|525731
181399|99819
181399|424
101955|181396
181396|177101
177101|83601
177101|227982
177101|64744
181396|442
442|226292
226292|226298
226298|329235
226298|238670
226298|226307
226298|99832
226298|90674
226292|226295
226295|95714
95714|95717
95714|95716
95714|90673
226295|95711
95711|95720
95711|95719
95711|95713
95711|95712
226292|177107
177107|589856
177107|456312
177107|453533
177107|209905
177107|88643
177107|2349
177107|3047
177107|2315
177107|1882
177107|1226
177107|705
177107|2321
177107|597746
442|178045
178045|238699
238699|238688
238699|226316
178045|238696
238696|226313
238696|95715
238696|1910
101955|100087
100087|97285
100087|100088
100088|319494
319494|319487
319494|97290
100088|1332
100088|142
100088|653
100088|146
100088|99361
101955|95718
95718|95720
95718|95719
95718|93953
101955|596426
596426|597939
596426|566243
596426|171706
596426|59
596426|566231
97978|101954
101954|199247
101954|181419
181419|427
427|556037
427|556030
101954|181415
181415|231641
231641|235936
231641|231632
181415|231637
231637|369929
231637|231625
231637|231580
101954|181412
181412|494433
181412|168588
181412|786
181412|418
418|63269
418|95699
418|90795
418|90794
418|90793
418|90791
418|90790
101954|101958
101958|101959
101959|101963
101963|85138
101963|3143
101959|101960
101960|199332
101960|595337
595337|261476
595337|506334
595337|494433
595337|95702
595337|95700
595337|85173
101960|418
101960|44
101960|3453
101960|289548
101960|168558
101960|361
101960|977
101960|869
101960|43
101958|95409
95409|319205
95409|100067
101954|100091
100091|91351
100091|247709
100091|247698
100091|892
100091|1359
100091|573163
573163|94080
573163|276621
573163|29072
573163|324299
100091|652
100091|404
100091|1501
101954|320
101954|553
553|314749
314749|2976
314749|1359
314749|562
314749|524
314749|652
553|189427
553|99893
99893|443287
443287|1501
99893|189439
553|99892
99892|99889
99892|96253
97978|101953
101953|181437
181437|329481
181437|275761
275761|75234
275761|75233
181437|2882
181437|909
101953|181431
181431|31154
31154|71
31154|14
181431|31153
31153|31150
31153|425
31153|650
650|79293
650|79292
101953|181422
181422|477811
477811|618891
477811|77293
477811|468684
477811|466703
477811|391665
477811|209902
181422|444490
444490|530849
444490|535458
444490|535453
444490|309020
444490|309015
181422|181428
181428|140905
181428|79506
181422|412
97978|101952
101952|181381
181381|453533
181381|445062
181381|306558
181381|49827
181381|225
181381|2596
181381|3464
181381|2255
181381|1667
181381|1133
181381|676
181381|3198
3198|443804
3198|443192
3198|438266
101952|181376
181376|544628
181376|391408
181376|93111
181376|552
181376|64
101952|181371
181371|411590
181371|227982
181371|168569
181371|3463
181371|3044
101952|181368
181368|436182
181368|436144
181368|280365
181368|280356
181368|90301
181368|79086
181368|66518
181368|2298
181368|3163
181368|769
181368|2297
181368|528
181368|508
101952|224
224|99989
224|99886
224|99885
224|79134
224|65288
97978|90970
90970|98307
98307|79088
79088|90160
79088|90159
79088|90158
79088|90157
79088|90156
98307|79087
98307|79086
90970|98305
98305|280576
98305|324977
98305|363649
98305|435628
98305|363400
98305|98306
98306|435660
98306|435651
98306|280365
98306|280356
98306|79085
98306|79084
98306|79083
98306|2348
98305|50811
98305|3455
98305|3163
98305|2457
98305|1979
98305|528
97978|90771
97978|90692
90692|85173
90692|436174
90692|181393
181393|314802
181393|220465
181393|140941
181393|73273
181393|73272
181393|633
90692|95710
95710|572354
95710|449291
95710|3130
95710|444048
95710|436182
95710|96201
95710|90793
95710|90790
95710|79239
95710|75325
95710|91
95710|2855
95710|3375
95710|243
95710|9
95710|100
95710|881
90692|95709
95709|3453
95709|3143
90692|95708
95708|178040
178040|178345
178040|3000
178040|562
95708|759
759|169618
759|169615
90692|95488
90692|54595
90692|442
90692|418
90692|494433
97978|77828
77828|240371
77828|98267
98267|397615
98267|369873
98267|329249
98267|179490
179490|179494
179490|71529
179490|71528
179490|71526
98267|66628
97978|68415
68415|352540
68415|300547
68415|289098
68415|181408
181408|143
181408|2207
2207|99880
2207|99879
181408|417
68415|181405
181405|181402
181402|5
181402|2333
181402|2323
181402|2237
181402|1563
181402|699
181402|567
181402|480
181402|589856
181405|140286
181405|97593
181405|36913
181405|3453
181405|2238
2238|189466
2238|428
2238|2239
68415|100090
100090|143
100090|2207
68415|53715
68415|405
97978|877
877|100101
100101|178
100101|284400
100101|99869
99869|263339
99869|263335
99869|263331
100101|213777
100101|97289
100101|213731
100101|100086
100101|100085
100101|100084
100101|100083
100101|97287
100101|79140
877|100092
100092|481508
481508|506136
481508|423975
423975|100077
100077|97283
423975|100076
100076|913
100076|97283
423975|100078
481508|100082
481508|100081
481508|100080
481508|100079
100079|329984
100079|329977
481508|100075
100092|506052
506052|506112
506052|506098
506052|97253
97253|506075
97253|506060
506060|506090
506060|99889
506060|97283
506060|97282
506060|97280
506060|97279
506060|97278
506060|97261
506060|913
877|100093
97978|785
0|97935
97935|583856
97935|425003
425003|456333
425003|443909
443909|440437
443909|144
443909|587
425003|104010
104010|220460
220460|454840
220460|447877
220460|480536
220460|401911
220460|247806
220460|247798
104010|157798
104010|157794
104010|2930
104010|109
104010|2929
2929|329971
2929|79076
104010|201
104010|2869
104010|733
733|261584
733|99818
733|79665
425003|653
425003|652
425003|99361
97935|402029
402029|411696
402029|402035
402029|2070
97935|300557
97935|276142
276142|276148
276148|454821
276142|276145
276145|500481
97935|263665
97935|117569
117569|3130
117569|477787
117569|468641
117569|468635
117569|238621
117569|228113
117569|217067
117569|622099
117569|583861
117569|565641
117569|436166
117569|435988
117569|398063
117569|397606
117569|294422
117569|209964
117569|104013
104013|371188
371188|79325
371188|79320
371188|79319
104013|298
104013|699
117569|104012
104012|597887
104012|597201
104012|538934
104012|391673
104012|477661
104012|529974
529974|238569
529974|529980
529974|565788
529974|529977
104012|294023
104012|160148
104012|103920
104012|2881
104012|379
104012|566175
117569|104011
104011|424010
424010|424013
424013|424019
424013|424016
424010|100082
104011|423998
423998|424002
423998|100081
104011|423991
423991|423994
423991|100080
104011|423982
423982|391723
423982|100079
104011|423793
423793|425368
425368|423975
425368|423957
423957|423968
423957|104075
423793|423798
423798|104076
423798|44890
423793|86880
117569|104009
104009|99803
104009|66629
104009|110
104009|2151
104009|2155
104009|2153
104009|2150
104009|404463
104009|314376
104009|314373
104009|163746
104009|2978
2978|104078
2978|104077
2978|99811
104009|2241
104009|2604
104009|1876
104009|897
104009|388
117569|104008
104008|365563
365563|2368
365563|1201
365563|2301
104008|95427
117569|104007
104007|103910
104007|92050
104007|83620
104007|2290
117569|104006
104006|168601
104006|103909
104006|103907
104006|53690
104006|35122
117569|104005
104005|84065
104005|37
104005|71
104005|14
117569|104004
104004|90045
104004|35858
117569|104003
104003|563708
104003|103908
104003|53689
104003|35710
104003|469
117569|94075
94075|522043
522043|445018
522043|3453
522043|228426
522043|220465
522043|438159
522043|169100
522043|391487
522043|436159
522043|37042
94075|522037
94075|280142
94075|397959
94075|572
117569|73014
73014|522043
73014|522037
73014|563708
73014|103908
73014|329242
73014|137622
73014|92050
73014|84064
73014|1670
73014|2290
117569|70475
117569|36204
36204|566175
36204|90363
36204|90362
117569|556
117569|1116
117569|3452
97935|101937
101937|456312
101937|313906
101937|309028
309028|309111
309028|309108
309028|309031
101937|300552
101937|199337
101937|180824
180824|438274
180824|424033
424033|580572
424033|93292
424033|217074
217074|424080
217074|424073
217074|424065
217074|424058
217074|424053
217074|424046
217074|424039
217074|1333
424033|506052
424033|677
101937|103919
103919|280315
103919|280302
101937|103918
101937|811
101937|676
101937|586
97935|101936
101936|487809
101936|2069
101936|558411
101936|401945
101936|329883
101936|180821
180821|506136
180821|70482
70482|418951
70482|418945
70482|99977
70482|99976
180821|63443
63443|464756
63443|423771
423771|423786
423771|423776
423776|314022
423776|26106
423771|418959
423771|313920
423771|36273
63443|100075
101936|71272
101936|54028
101936|2575
101936|2198
101936|2070
101936|2494
101936|930
101936|231080
0|98053
98053|250805
250805|250811
250811|140966
250811|289586
250811|199247
250811|79
250811|528623
250811|82
250805|250808
250808|465
250808|85110
85110|530298
85110|530303
250808|60
250808|178396
98053|363250
363250|464366
363250|156165
156165|1454
156165|220493
156165|75858
156165|506307
156165|156183
156183|110
156183|2473
156183|2377
156165|156180
156180|294415
156180|220497
156180|655
655|93592
655|93591
655|93589
156180|110
156180|3156
156180|3032
156165|156177
156177|886
156165|156174
156174|65
156174|1872
156165|156171
156171|1872
156171|1871
156171|244
156171|791
156165|156168
156168|791
156165|64
156165|3085
156165|289
156165|474
156165|564
363250|156162
156162|730
156162|805
156162|220497
156162|88950
156162|88949
156162|88924
156162|2473
156162|672
156162|1454
156162|534
156162|439897
156162|294415
156162|140976
156162|140969
156162|84081
156162|655
156162|110
156162|3156
156162|1515
156162|64
156162|2318
156162|289
156162|474
156162|564
156162|506307
156162|500135
156162|444069
156162|892
156162|352540
156162|731
156162|2666
363250|65759
363250|457378
363250|122
363250|2189
363250|380
363250|557003
363250|508501
363250|314394
98053|98301
98301|300766
300766|363618
300766|79474
300766|740
300766|1662
98301|300763
300763|280365
300763|90153
300763|79084
300763|2348
98301|300758
300758|98856
98301|300755
300755|300751
300755|217656
300755|168796
300755|157973
300755|98855
300755|98853
300755|54260
300755|2229
98053|275742
275742|400008
400008|404469
404469|404466
404469|488191
400008|400025
400025|3109
400008|400011
400011|400022
400022|9
400022|572354
400022|96201
400022|79239
400022|75325
400022|2297
400022|3375
400011|400018
400018|90794
400018|90793
400018|90790
400018|752
400011|399839
399839|399846
399846|398073
399846|110
399846|739
399846|138
399839|238666
399839|181390
400011|397685
400011|52901
400011|785
400011|91
400008|399877
399877|251510
399877|2855
399877|2138
399877|243
399877|881
399877|444048
275742|399980
399980|399998
399998|400003
400003|3471
400003|2856
400003|731
400003|586
400003|730
399998|48
399980|399983
399983|399994
399994|325529
399994|90794
399994|90793
399994|189427
399983|399685
399685|181441
399685|754
399685|755
399685|753
399685|752
399685|481
399983|397685
399983|174590
399983|91
399980|399764
399764|399771
399771|399813
399813|276234
399813|94064
399813|244
399771|399775
399775|399786
399786|399808
399808|171709
399808|137893
399808|529970
399786|399805
399775|1646
399771|33364
399764|98313
98313|325124
98313|251510
98313|99329
98313|96264
98313|96263
98313|393
98313|1772
98313|983
98053|271870
271870|294023
271870|2295
271870|679
271870|619363
271870|619249
619249|300284
619249|284993
284993|171719
284993|284984
284993|284979
284993|91387
284993|60030
284993|2462
284993|115
284993|1885
284993|558
284993|622925
619249|238569
619249|230857
619249|98249
271870|444092
271870|444116
444116|439254
439254|97346
439254|97345
444116|314652
444116|271861
444116|85458
85458|324723
85458|324718
85458|324713
85458|324708
85458|324703
85458|100008
85458|100006
444116|85450
85450|238269
85450|93562
85450|93561
85450|93560
444116|85448
271870|404546
271870|329967
271870|324924
324924|576349
324924|436166
324924|309025
324924|247868
324924|208650
208650|617919
208650|47045
208650|1451
208650|575
324924|32960
324924|342
324924|500062
324924|566067
271870|300382
271870|324933
324933|300359
324933|329173
324933|324530
324933|619948
271870|521450
271870|3243
271870|477647
477647|619367
477647|481665
477647|481662
477647|425120
477647|404553
477647|324977
477647|319563
477647|300345
477647|247691
477647|85453
477647|85191
477647|84064
477647|1855
477647|51
271870|722
271870|2848
271870|1416
271870|476102
271870|529977
98053|233655
233655|425120
233655|404553
233655|820
98053|183770
183770|279943
183770|101997
101997|179006
179006|331217
331217|619979
331217|436252
331217|352712
331217|331223
331223|619972
331223|443811
331223|369992
331223|634
331223|2314
331217|331220
331220|83471
331220|567
331220|138
331217|329173
331217|317473
331217|220465
331217|169349
169349|353298
169349|508542
169349|508533
169349|175
169349|1830
169349|221139
331217|169346
169346|75391
169346|420741
169346|240760
169346|647
169346|2268
169346|125
169346|100
169346|505227
331217|169095
331217|169090
169090|317430
169090|317428
331217|98813
331217|90045
331217|79124
331217|69088
331217|3322
331217|2951
331217|2136
331217|859
331217|1493
331217|2300
331217|1775
331217|906
179006|169361
169361|404553
169361|85453
169361|84064
169361|85191
169361|425120
169361|51
169361|529974
169361|238510
238510|538963
238510|619948
238510|619953
238510|542301
238510|538958
238510|238505
238510|438159
238510|436159
238510|275523
238510|275517
238510|3261
238510|2442
2442|538934
2442|538931
238510|268114
169361|169355
169355|619948
169355|444463
169355|391487
169355|306550
169355|275517
169355|268114
169355|228426
169355|169100
169355|37042
169355|3261
169355|3453
169355|1855
169361|158038
158038|331249
331249|183678
331249|79477
331249|167
158038|540
158038|2442
179006|101977
101977|331244
331244|369861
331244|293978
331244|178389
331244|3132
331244|1006
101977|331240
331240|252202
331240|183666
183666|101092
183666|101091
183666|101089
101977|331232
331232|331235
331232|183675
331232|169110
331232|2571
101977|183669
183669|397596
183669|229720
229720|567502
229720|83617
229720|632
183669|229717
229717|33110
229717|47
101977|169443
169443|70593
101977|169139
101977|1572
179006|101972
101972|480549
480549|596759
480549|445018
480549|538963
480549|504530
480549|431149
480549|397964
480549|447737
480549|477661
480549|476113
480549|464336
480549|397959
480549|357329
480549|317476
480549|314689
480549|231154
480549|228000
480549|217390
480549|183663
183663|101090
183663|101088
480549|169085
480549|169082
480549|169079
480549|157949
480549|99812
480549|39041
480549|34592
480549|911
480549|572
480549|760
480549|447731
101972|183660
183660|397802
397802|420573
397802|397787
397802|357237
183660|317419
317419|331206
317419|317425
317419|280142
317419|33355
317419|277
317419|935
317419|275
183660|317416
317416|228003
317416|169160
317416|169157
317416|169154
317416|137631
317416|35078
317416|276
317416|504523
101997|101988
101988|431156
431156|437552
431156|431166
431156|574918
101988|331193
331193|324294
331193|101351
331193|51636
331193|302
331193|568056
101988|290839
290839|566067
290839|619367
290839|572428
290839|619953
290839|404546
290839|300359
290839|294023
290839|210115
290839|208650
290839|90340
290839|77297
290839|69126
290839|32960
